sample_id,fault_type,motor_load_hp,rpm,sampling_rate_hz,rms,std,peak,peak_to_peak,kurtosis,skewness,crest_factor,shape_factor
26,Inner_Race,0,1797,12000,0.13270512140243662,0.10010952897655072,0.7300986482130084,1.2357352387798197,5.62094510552911,0.13622447523942766,5.501661431731322,1.3292495476824644
27,Ball,2,1750,12000,0.22751964349275783,0.17267979649768536,0.7948418573541769,1.6828299996187133,4.554461376368174,-0.10089802962983352,3.4935087149056536,1.3063825336282444
28,Outer_Race,2,1750,12000,0.12549306173115052,0.1149834879434521,0.5776826861296211,1.0479686700217903,4.227499198794897,-0.20040471019211265,4.603303785568775,1.3350862768367227
29,Outer_Race,1,1772,12000,0.2266378801811263,0.16914553110150915,0.42824651187182206,0.8304778038587588,3.608429091970164,-0.1880402170168801,1.88956281946148,1.3095246312482514
30,Outer_Race,0,1797,12000,0.36006741711131074,0.2964740000684317,0.5970778222260751,1.0244519602623634,4.240320276499693,0.053825657485377994,1.658238968180493,1.3174903476843198
31,Outer_Race,1,1772,12000,0.28356439904625896,0.21206029114097155,0.5600689169437837,1.0676211447236892,4.690376362660054,-0.1601225179638565,1.9751030765057975,1.2671633234388808
32,Ball,0,1797,12000,0.21390510183478295,0.18162802670494024,0.7405967555859535,1.4706931591152403,5.263247916595923,0.19913600762999925,3.4622678432325524,1.2649155197545063
33,Outer_Race,1,1772,12000,0.1985311898521844,0.16404262985075221,0.6980824331347711,1.2464562065955043,5.023421291180445,-0.47329279030952626,3.516235578170491,1.2365663660148332
34,Ball,0,1797,12000,0.3239801672020577,0.26898048559413845,0.6715771658954143,1.3464904263369228,5.361365451528154,-0.19649415198283884,2.072895917349687,1.2683836749213044
35,Outer_Race,3,1730,12000,0.23388668124385076,0.18102056738282157,0.5238827852803459,0.9337482712414757,4.814898764348893,0.1363308154917651,2.2399000340431723,1.2356870099172637
36,Normal,2,1750,12000,0.10219669092701819,0.08620501979651365,0.3627611718767776,0.7202091973987116,2.4080479945286943,0.5535381539479778,3.549637161303359,1.2789000055317363
37,Outer_Race,0,1797,12000,0.17338856022156945,0.14669375968628884,0.5975290673045324,1.0607535292969223,5.217473040010056,-0.023548643837708327,3.4461850686167703,1.3235167983143903
38,Ball,3,1730,12000,0.3363108014436539,0.2502581093375267,0.8735485973982673,1.8391758375334877,5.4943921364062245,0.39755470140544485,2.5974443688649207,1.2401225612160571
39,Inner_Race,3,1730,12000,0.24775335399167744,0.193342256170043,0.6953843342659521,1.4437962264745865,5.008074076939341,-0.04749658846690075,2.8067605263955846,1.2419317991227883
40,Normal,2,1750,12000,0.06666314203164497,0.04877683831673366,0.3737364419100103,0.5918856068416766,2.8129757898286933,-0.11952076443845612,5.606343033345139,1.1732546774603272
41,Normal,2,1750,12000,0.08766329477115312,0.07535265525659873,0.33332961866801275,0.6727257379161418,3.1052600920060285,-0.11563892908114504,3.802385246164621,1.1906715238535301
42,Ball,2,1750,12000,0.30651335583025413,0.2683090356400484,0.777027239290685,1.7923152580729687,5.080108375479137,-0.344787312837147,2.535051815885633,1.3153972851102123
43,Ball,3,1730,12000,0.33943983098935937,0.2884815540105221,0.7288349753935367,1.3267178910664343,5.921777011330984,-0.3061761944126351,2.147169862974578,1.181533133422761
44,Inner_Race,0,1797,12000,0.279316091725724,0.23881148434541732,0.6115569380261464,1.0459861135214137,4.668504350333378,-0.12322381027468735,2.1894797906118066,1.3474913041922836
45,Inner_Race,0,1797,12000,0.38778879535965194,0.3243355938247555,0.6796156312878907,1.3256286338069931,4.90492090465611,0.39113767055983334,1.7525406598135103,1.2520243429894273
46,Normal,3,1730,12000,0.0950998925538746,0.07602958970544026,0.2909096050447218,0.4897638183117171,2.556140954413479,0.014124172998308173,3.0589898393409847,1.3359075407192393
47,Outer_Race,1,1772,12000,0.2175867594475757,0.17912289350659835,0.4299418427782672,0.7969316243615823,4.823995141554508,0.09676468234893597,1.9759559077484001,1.3265185594062892
48,Normal,3,1730,12000,0.1255601806340118,0.10881351338569187,0.3459979969454147,0.6660889751663327,2.3538605336160225,0.11695494572741427,2.755634749793364,1.2379238073370187
49,Ball,1,1772,12000,0.33664636054919805,0.27871370600468126,0.7907412053100189,1.5934501247839257,5.931578793872427,0.21770569259165973,2.348877926438948,1.302390387483984
50,Inner_Race,0,1797,12000,0.3734794284811643,0.31200453671822165,0.5162701001513026,0.9735764141715562,5.424530860803405,0.08008079221677675,1.3823253994224736,1.2828447655712258
51,Outer_Race,1,1772,12000,0.31806173022190765,0.2408245010728843,0.5244485263002635,1.0666348646515464,4.814750212629635,0.12408575858518288,1.6488891195252016,1.1955294060885595
52,Inner_Race,1,1772,12000,0.28915071511507273,0.23260655383263534,0.6548904676524637,1.3210486328191593,5.11830397470047,0.3431349518956902,2.264875836090664,1.216240467804586
53,Ball,2,1750,12000,0.2839795302610165,0.2190767017865012,0.7258467966966181,1.4484397342864985,5.606249868897259,0.5516313267851005,2.5559828063292604,1.283616160138817
54,Inner_Race,1,1772,12000,0.33547696537954386,0.2770637546958328,0.832351919295429,1.6143579617841732,5.178249072276026,-0.04970143622324549,2.481100061083904,1.272363359650356
55,Outer_Race,1,1772,12000,0.23742537372776606,0.2067448499536125,0.6022090004480407,1.3257380480748264,4.547769079174031,-0.08304213245975134,2.5364138255018127,1.1011282769025628
56,Inner_Race,2,1750,12000,0.19244147632171618,0.149785701981986,0.5764709666665555,1.2393267400404766,4.799592488908717,0.1818406189141214,2.9955650813176766,1.2539819365279208
57,Ball,1,1772,12000,0.3458343167146841,0.2660141498183565,0.6270705544772435,1.2766451468396254,5.830527606584943,0.08313307827441019,1.8132109052514338,1.3027247712018395
58,Ball,2,1750,12000,0.21305251656139296,0.16803615633499677,0.638442415464019,1.4097991795703704,5.848381847565042,0.15124834391971834,2.996643389941119,1.1766249934861222
59,Inner_Race,1,1772,12000,0.47501193985909784,0.34079562224788995,0.5924066266915856,1.126409060892414,4.532049207689519,-0.11939581190092816,1.2471404968626902,1.2690131844523906
60,Ball,0,1797,12000,0.3101538130783672,0.2552881926155113,0.7615608766355798,1.5849883332267523,5.831653769384672,-0.09335223420597058,2.455429675607937,1.130140497033421
61,Inner_Race,3,1730,12000,0.2687544893185678,0.19034561292790783,0.571814691830235,0.9843901548123831,5.009534046033219,0.1195486939866666,2.1276470330973156,1.2799787468904313
62,Inner_Race,1,1772,12000,0.29391862992615286,0.2538181066747212,0.577376267940516,1.062451328122867,5.020243024503325,0.19325178491305645,1.9644085442477122,1.3778896221943138
63,Outer_Race,1,1772,12000,0.20737850840053262,0.1702254717418205,0.5650256180623294,1.0565174088507143,4.303255649943373,-0.04421479839319901,2.724610290720358,1.2443506465954972
64,Outer_Race,2,1750,12000,0.295659934346561,0.23721953644739244,0.5482515287503711,1.1348943202337753,4.935964704025969,-0.1085501083147214,1.8543314973064022,1.202478444080324
65,Inner_Race,0,1797,12000,0.32836682729247785,0.29470961757493014,0.7887090307241462,1.4680820241801575,5.007644015132882,0.15281942415466504,2.4019144602010587,1.2561598037299444
66,Outer_Race,2,1750,12000,0.11601065977382499,0.09577384923541432,0.5265224460954653,1.060289291843971,4.16327605206563,-0.27491458646108535,4.538569534230529,1.2355259151933513
67,Normal,2,1750,12000,0.10377303817016241,0.08870072230680362,0.4418062781895402,0.9032138773015104,2.9667949718852715,-0.26939033221683134,4.257428383903398,1.3359630387419283
68,Inner_Race,2,1750,12000,0.1761216176053357,0.1333880593229818,0.6469502841451089,1.2845645670962604,4.50362142145619,0.07375669532172499,3.673315592608486,1.1776135262995509
69,Outer_Race,3,1730,12000,0.16358044738177416,0.12045731274327758,0.6456045160146255,1.3420616895600113,4.258714758643236,-0.3955417540317295,3.9467095630804447,1.2983386647157293
70,Ball,0,1797,12000,0.38491048808954376,0.2916871237999117,0.7126974822374087,1.5023827883553174,4.190302962932943,0.25844654198472494,1.8515927840127082,1.3285470616633506
71,Ball,0,1797,12000,0.3098795944111241,0.25868779187808794,0.8137082642224762,1.6991432039161085,4.19249022954851,-0.19619481178899784,2.625885275759434,1.2414214593315571
72,Ball,0,1797,12000,0.32298496567810936,0.28014488364947526,0.7725702300275242,1.5186536693896984,4.4845146438837356,-0.11387031221370432,2.3919696336499974,1.2245076998319537
73,Outer_Race,0,1797,12000,0.14366869232146656,0.12324999260193178,0.6432241734898043,1.2995049719349756,2.914921073528182,-0.31952209067795084,4.477135297163804,1.1422728652706822
74,Inner_Race,2,1750,12000,0.09126854214968033,0.08160455826225459,0.6510417361404065,1.4171814521628718,5.152327271370651,0.2646397840530422,7.133254468694138,1.2277163800240343
75,Ball,3,1730,12000,0.34277394807289,0.327913266998549,0.8038949474268738,1.4045216079999785,5.7456638334033965,0.28537019202580444,2.345262678060725,1.1790950703927898
76,Normal,1,1772,12000,0.1291236111297032,0.11306896805604787,0.4580457323527286,0.8611258495781344,2.420929682979766,-0.07652976211498848,3.5473429556785465,1.2814087475655027
77,Inner_Race,3,1730,12000,0.17879834001891176,0.11697693114998525,0.6160934410495955,1.2685963345759774,4.728727984971749,0.6338452958822774,3.445744747878702,1.24916457043273
78,Normal,3,1730,12000,0.10653551031824922,0.09264162193037695,0.3617281452652096,0.802676758716979,2.7307666425728208,0.12403017702219643,3.395376285190109,1.227516022714822
79,Inner_Race,3,1730,12000,0.2269371633498145,0.19160280626666365,0.8242821272034192,1.6129029157476815,5.230705691069287,0.4644447377173607,3.6322042411926225,1.1825780735813072
80,Ball,1,1772,12000,0.06549501673383748,0.05573640130697487,0.5282374240549682,1.1807109851331188,5.593210629156293,0.24991850496799725,8.065307108808762,1.3090452133680976
81,Outer_Race,1,1772,12000,0.11132447686899619,0.09302777175692563,0.5776612005790525,1.109891350954654,4.64656370440302,0.691858973008065,5.188986436997404,1.1999313324011331
82,Inner_Race,2,1750,12000,0.31751495132426844,0.2885473411213797,0.6351744095137419,1.0615277309803897,4.896277626846695,0.35293392749912544,2.0004551183010513,1.3137014071876925
83,Ball,1,1772,12000,0.2641270644559603,0.20562128616396813,0.8497753273592464,1.8014498676159,5.858347341354177,0.15540032828024283,3.2172974364046487,1.2523324223339367
84,Outer_Race,3,1730,12000,0.13703707936273776,0.09439298769960118,0.5904456466720136,1.2114990751648331,5.265095512633957,0.3928339540205919,4.308656090875239,1.1590172348591716
85,Inner_Race,0,1797,12000,0.17015811253648977,0.1359332070723424,0.6874660750787476,1.653427921562445,5.814054562042654,0.4298492904995951,4.04016044155005,1.2747159750943937
86,Inner_Race,0,1797,12000,0.31311263067065914,0.23607450051463766,0.6314019646235364,1.251208565647829,5.876101649017544,0.061325674260080607,2.016533038833758,1.423629371493892
87,Normal,1,1772,12000,0.11261111619156172,0.08761805740986099,0.35179050302638537,0.6987007036009303,2.5494628023002277,0.19758514544617597,3.123941178488612,1.353756272173199
88,Normal,1,1772,12000,0.11710094782793454,0.09170818266453452,0.28243011821066116,0.5950714627615413,3.3177020467428466,-0.011248801910751585,2.411851683947576,1.3858742734570177
89,Ball,3,1730,12000,0.3435372772028935,0.24748656551167272,0.7466802575196815,1.3873362402877025,4.862088392828169,-0.11047750426992255,2.173505779632442,1.261562062163798
90,Inner_Race,2,1750,12000,0.2970962622572121,0.23566740234806285,0.7264548879904021,1.485591315269355,4.616343536372031,-0.06648497095807149,2.4451835323376483,1.3622119579631202
91,Outer_Race,0,1797,12000,0.24035132245067758,0.19197454925517124,0.41489519124677937,0.794227898558934,4.104431283909776,0.39391939804266507,1.726203072304376,1.3663276772860256
92,Outer_Race,2,1750,12000,0.29769787501739897,0.2683465880470023,0.5281491874646953,1.0028846767334738,4.938929468104321,-0.5817749492363276,1.7741113786379146,1.3782604855670475
93,Inner_Race,1,1772,12000,0.22754132793194304,0.207743738358166,0.6160130531229944,1.2419746472458626,5.6235840999102065,0.6767211833195366,2.7072578802354625,1.2871237690463648
94,Normal,2,1750,12000,0.14555138053357108,0.10605863968044946,0.3931584049632605,0.7222593202541264,2.7563598019067364,-0.060654761850068566,2.701165756875658,1.3128881015871554
95,Inner_Race,2,1750,12000,0.17135184578733798,0.143350360236638,0.7276520675966892,1.440199684554617,5.038562237303269,0.29279351657276176,4.246537667879963,1.3138269462745311
96,Ball,0,1797,12000,0.35374087873537724,0.3453280638521198,0.6875045979356521,1.3246198606909065,5.92293122936556,0.20477604222803458,1.9435260080584391,1.2843622880303274
97,Outer_Race,3,1730,12000,0.1917786126148966,0.1634851016280107,0.5224001368448675,1.010486191846773,4.649276022052638,0.24898467120556453,2.723974950709856,1.2889653328265156
98,Ball,0,1797,12000,0.10750622792336106,0.08003142200521794,0.6065423091475254,1.1980801436466715,4.846115915521317,-0.17568873995530102,5.641927178208845,1.3003282887065293
99,Outer_Race,0,1797,12000,0.18916444974064045,0.17012509703645626,0.626071552224364,1.2537588113380589,4.346435545680539,-0.1083081641557553,3.3096681383989326,1.229846113879592
100,Inner_Race,3,1730,12000,0.17739059951195196,0.14584857218634406,0.4915336736442839,0.9997176599436889,5.419182083077278,0.07998284327978114,2.7709116210025893,1.1459202468121132
101,Normal,2,1750,12000,0.07796903881409875,0.06495182903839299,0.34849536064002984,0.6913981977941326,2.637122807597389,0.02677625750236792,4.469663419488162,1.199158167359577
102,Inner_Race,1,1772,12000,0.2498199804396674,0.2170733186726511,0.595262178191191,1.2634754461723399,4.580904661895155,0.422664984022033,2.38276448962796,1.125586611300616
103,Normal,3,1730,12000,0.0969479028007152,0.06674353070259822,0.3269809368037174,0.7184098232770543,3.004192232863885,0.062228399668757386,3.372748944098925,1.1899849898346284
104,Inner_Race,0,1797,12000,0.34741801499609093,0.3040482332176607,0.7686926353134829,1.5815138957914547,5.497892670821675,0.07321823172855364,2.2125871490058797,1.2887568366434905
105,Normal,1,1772,12000,0.14266919101047434,0.11883948140440732,0.3838049837662199,0.7752086930080232,2.3774163919940197,0.0027457231456003307,2.690174248889111,1.1662626878547446
106,Inner_Race,2,1750,12000,0.11308214722156326,0.09126694240205166,0.7890189158309675,1.5510474687587485,4.009736719546201,0.6232622213556359,6.977395948142308,1.2087576419477926
107,Normal,2,1750,12000,0.09824967852968,0.07837523600412051,0.3954587810512529,0.7566244269339516,3.331541033483794,0.135548821431064,4.02503893111253,1.2348922098166368
108,Outer_Race,3,1730,12000,0.20775223743000754,0.18339087916380958,0.5197721388857123,0.9046592390058217,4.9379420675908605,0.15780958201678694,2.5018846743387075,1.2206887513594495
109,Outer_Race,3,1730,12000,0.24854098587326273,0.19902356311742328,0.6348087962252326,1.2649902805139328,4.332087541551652,-0.07797282806384997,2.5541412978418676,1.1352985354639717
110,Ball,0,1797,12000,0.32498092938662193,0.23374363005831456,0.7106486395688951,1.3719921939530695,4.353234436826067,0.09725939760844075,2.1867395139468435,1.2742124617390223
111,Ball,1,1772,12000,0.09107142916948807,0.0792662118736948,0.8439845337782439,1.8891917712852535,5.697426042358309,0.011514534644278873,9.267281094354523,1.1721594343276152
112,Inner_Race,0,1797,12000,0.34068549623005,0.2601160145945463,0.665704898550764,1.3782238851410398,4.004710667095524,0.2673401649051935,1.9540159646280997,1.1224356474122081
113,Inner_Race,2,1750,12000,0.3011948932640633,0.27360688222445534,0.664267348950039,1.3207528511853104,5.209699264544536,-0.05395666199610816,2.205440277394289,1.3132856039415497
114,Inner_Race,0,1797,12000,0.3597873874293215,0.2736304045750512,0.7255039067552015,1.440913445185042,5.1868947159697365,0.26505465985876586,2.0164795434851737,1.1907965449065667
115,Ball,0,1797,12000,0.287444638167687,0.26002521356734665,0.7467332693552575,1.5680424047043242,5.0417055746545145,0.5396647526762085,2.5978333571128736,1.2213099083060326
116,Ball,3,1730,12000,0.1352632769909613,0.1042390048348619,0.8269531506361782,1.6918655835382133,4.447421145844091,0.25957248224595475,6.1136560419975465,1.2849363136012366
117,Outer_Race,2,1750,12000,0.31879218901136985,0.2597295152940009,0.5942475853470288,1.3005897165439635,4.106378866029935,-0.2482117019584849,1.86405942752203,1.2624030098672363
118,Normal,0,1797,12000,0.06672806868466274,0.048038732680435826,0.38459627893583925,0.7320880434249135,2.4842756928938443,-0.46420260048504147,5.763635701091969,1.2939275003504562
119,Normal,1,1772,12000,0.09981081758422124,0.08741657689695723,0.3176083330181452,0.7194401007132701,2.32349418670111,-0.17077295039629367,3.1821033100960676,1.1607737829377809
120,Normal,0,1797,12000,0.08619938177471059,0.06988115025523015,0.40682909025676645,0.9090972139919683,2.2507637514013594,-0.010608452519777054,4.719628863697061,1.2443904850742995
121,Ball,3,1730,12000,0.19123839005350624,0.15617653265474535,0.7204598951430269,1.572355822547789,6.164083765571161,-0.08230234958975201,3.7673392614393517,1.2635166681738161
122,Normal,3,1730,12000,0.08537028877682472,0.07301877958136362,0.34630792753049294,0.6389021890757588,2.1737398079161947,0.3617646740077755,4.056539253789011,1.2598534066687423
123,Inner_Race,3,1730,12000,0.38122832751186486,0.3008584670024216,0.6727140056882565,1.6029619542018974,4.418437290435197,-0.3244536249749441,1.764596062624228,1.174448319144115
124,Inner_Race,0,1797,12000,0.2483434908715013,0.1949111240897073,0.6709166969145147,1.239796495841396,4.901032951664182,0.26245383163913355,2.7015674723750367,1.3163651330624222
125,Inner_Race,3,1730,12000,0.19399327762832888,0.15503109158633394,0.5385523961303503,1.040693395493107,5.065338096946596,0.05011276460289288,2.7761394761428857,1.267194337762243
126,Ball,0,1797,12000,0.22098308838109176,0.1903689208766847,0.8440685099828734,1.6254220014528389,5.766859027312739,-0.05990428885866173,3.819606813202161,1.2275669899984283
127,Outer_Race,1,1772,12000,0.3296045671842278,0.2803351356023033,0.4565703480988462,0.9463056471553075,5.2780750588199545,-0.05539904249952567,1.385206376232198,1.1907237018961365
128,Normal,3,1730,12000,0.06286152101194316,0.052078893184408385,0.2762279777286548,0.541858921535782,3.407763244455027,-0.4774407264365702,4.39422994038235,1.335434188251055
129,Inner_Race,1,1772,12000,0.1674374203870738,0.13666255787924403,0.6214740907195957,1.3820725031363563,5.524891581000434,0.2738182365171495,3.711679798236868,1.2409639018442504
130,Ball,2,1750,12000,0.20242158802179627,0.17639677504001222,0.623919376423365,1.3312320157449549,6.152378376165357,0.0527161505220218,3.0822768585146307,1.261111213228714
131,Outer_Race,2,1750,12000,0.24802169358167714,0.1607946707949283,0.601037172006588,1.1911735494056115,4.572154537818655,0.17663312822445687,2.4233250056759963,1.2546905931272767
132,Outer_Race,1,1772,12000,0.21010181304222353,0.17313509847580286,0.5879994002460385,1.191232159028371,5.171652974705204,-0.2715086382585369,2.7986402960162464,1.2391143521543038
133,Inner_Race,2,1750,12000,0.3531943758894593,0.25286008672507176,0.6640124411008442,1.2658331049115963,4.7961092885397925,-0.07620187580360552,1.8800198599670312,1.260687523595008
134,Ball,3,1730,12000,0.1662012674940508,0.12462159945197958,0.6075128531378732,1.3829343161752623,5.245713161963292,-0.0064097650869185535,3.6552841160469445,1.2756913354008246
135,Ball,1,1772,12000,0.1950019409437218,0.1571503016236127,0.9323922475356388,2.072457476629068,5.03088420021425,0.16189352576542143,4.781451112862155,1.3042246237667128
136,Ball,0,1797,12000,0.3717559825898167,0.3307161930896131,0.8103789144905384,1.5598348064819756,5.408273346298907,0.1874413884145308,2.1798678499941824,1.2260012680879897
137,Ball,2,1750,12000,0.24457262758326603,0.17679071566073892,0.7298388167738699,1.5856781324897695,4.841326441031214,0.15968984541899425,2.9841394107989148,1.229616542359092
138,Normal,2,1750,12000,0.12179938749297518,0.0948003712781395,0.28208770519307225,0.5400955225980517,3.1890200246398543,-0.13550097588149276,2.3160026581360413,1.2949371232607263
139,Normal,3,1730,12000,0.05446624145188404,0.05038992548371844,0.384679972939863,0.8167461163186518,3.2322489627287108,0.14417709038585041,7.062722939670671,1.265459412476325
140,Outer_Race,2,1750,12000,0.19007049447855126,0.18590499415327905,0.6186914773784411,1.1914710539139235,4.8560232257914535,-0.2527172294640794,3.255063228386866,1.162547010594256
141,Normal,1,1772,12000,0.0834732726048215,0.07095771799088962,0.3947710604492116,0.8138453986941521,2.7519584955008014,0.0027005212140037895,4.729310929477195,1.2535375517204141
142,Outer_Race,1,1772,12000,0.18853615991612072,0.1713370283690393,0.5724458503651131,1.0729195705477375,4.31603632172617,0.2750926701743058,3.0362655663496745,1.2091543645398546
143,Ball,2,1750,12000,0.33042962604090315,0.2658467353463385,0.7695385174229424,1.4598378230113949,5.357212282759824,0.24245112184793635,2.328902909352574,1.197646231622544
144,Normal,2,1750,12000,0.0786118386772856,0.06497442428142468,0.42249755973611935,0.7155036622716519,2.8530831167637776,-0.34401083289328704,5.374477519480757,1.2909442989881648
145,Normal,1,1772,12000,0.09088928954839397,0.07223603515463399,0.3275805705343132,0.6555388839406212,2.405609438353182,-0.36561434621353817,3.604171318336613,1.2030874334713826
146,Ball,1,1772,12000,0.3558856879020402,0.2589267427150322,0.7458265283832706,1.572319130892457,4.932838862358228,0.002293312045532286,2.095691267552642,1.25730915588363
147,Inner_Race,3,1730,12000,0.3973720526854611,0.37172953963884137,0.5201802013202443,1.2479270349473013,4.496625853365671,0.39516832358185644,1.3090507946012795,1.1921509934009826
148,Outer_Race,2,1750,12000,0.25452874556873695,0.20707134562430324,0.6185813683224144,1.2599930707953388,5.257986716953636,0.018849885786515565,2.4303006206242546,1.2605809426340617
149,Inner_Race,0,1797,12000,0.33768513864457445,0.28866127920027274,0.7070814447570293,1.3389761848121586,4.425105470230839,0.00806946418682461,2.093907500919836,1.2900443562415658
150,Outer_Race,2,1750,12000,0.28831888352058366,0.2337378649741862,0.6795919637101748,1.5079840558341282,4.733869404020297,-0.20547294288576,2.3570844733160095,1.1587283228566048
151,Normal,1,1772,12000,0.0984745662242898,0.08149458808338618,0.33573658892452407,0.6236755508075985,1.8922483133265895,0.15821708088932201,3.409373626077584,1.3009586176053978
152,Ball,1,1772,12000,0.18225337756487692,0.13569803742582473,0.7640759850290013,1.715113842515613,5.535524311318772,0.14306060504681858,4.192383127478735,1.3769209533826703
153,Normal,3,1730,12000,0.08306221135770583,0.06276039951668386,0.270408074302189,0.5458773325745889,1.5,-0.3305489915218622,3.2554885053286355,1.2845013065130468
154,Normal,0,1797,12000,0.1099102125551767,0.09214155732592409,0.3875395473292892,0.821731646849521,3.3274470341487596,-0.0004796000022635392,3.5259648609517344,1.231316805259225
155,Inner_Race,1,1772,12000,0.2909210961535353,0.24102795414684813,0.6190188438264682,1.2051115767336171,4.550342880918519,0.2554042074774574,2.127789465978698,1.2559037002506628
156,Ball,0,1797,12000,0.2225595584911848,0.17364309853409185,0.6627820476103552,1.197207207664735,6.03836273768046,0.01965441738294689,2.977998573072326,1.3063562080957332
157,Ball,1,1772,12000,0.3527692974641817,0.2774082759468811,0.5984783458261431,1.294745399871911,5.204596655738638,-0.10222477255219738,1.6965148331450512,1.2474315371957039
158,Inner_Race,3,1730,12000,0.2516029832693049,0.18821235950718268,0.69242240632075,1.3311139723352376,6.038358184341206,0.14972006950052746,2.7520437052195486,1.4072642811666112
159,Ball,3,1730,12000,0.3121628474940107,0.29239540598883995,0.8561595129303217,1.963133254990164,4.939131898040195,0.2280380989941947,2.742669474613722,1.2968146549979533
160,Normal,0,1797,12000,0.06817618928150669,0.05326828291822335,0.32159763871072816,0.6894309984366438,3.1403955169183106,0.0692049323327052,4.717154802871389,1.340512864146082
161,Ball,1,1772,12000,0.25195245094452523,0.19532185718045897,0.795139985378404,1.7401714726195463,6.081012072316986,-0.18880485485425513,3.1559128811708903,1.4483965107736458
